Vicon Pose Position (t_x);t_y;t_z;Vicon Pose Quat (q_w);q_x;q_y;q_z;EKF Pose Position (t_x);t_y;t_z;EKF Pose Quat (q_w);q_x;q_y;q_z;
0.585434;-0.335396;1.29697;0.996702;-0.0388866;-0.045687;-0.0546485;0.862063;1.02947;1.29162;-0.976649;0.00275243;0.0191183;-0.213971;
0.737678;-0.354542;1.28198;0.996545;-0.04027;-0.0608898;-0.0396029;0.862063;1.02947;1.29162;-0.976649;0.00275243;0.0191183;-0.213971;
0.892325;-0.371231;1.30299;0.997337;-0.037616;-0.0591042;-0.020264;1.02698;1.0586;1.29021;-0.971518;0.00133234;0.0333987;-0.234598;
0.898179;-0.371827;1.3041;0.997389;-0.0376639;-0.0584039;-0.01964;1.16897;1.08228;1.30557;-0.966562;0.00294619;0.0296518;-0.254694;
1.03133;-0.38026;1.30728;0.997956;-0.0285088;-0.0554096;-0.0141775;1.16897;1.08228;1.30557;-0.966562;0.00294619;0.0296518;-0.254694;
1.03736;-0.380098;1.30645;0.997928;-0.0290397;-0.0556245;-0.0142217;1.30033;1.1143;1.28412;-0.96448;-0.00317188;0.0252255;-0.262928;
1.18434;-0.373718;1.27995;0.997576;-0.025858;-0.0603504;-0.0230382;1.30033;1.1143;1.28412;-0.96448;-0.00317188;0.0252255;-0.262928;
1.19132;-0.373452;1.27907;0.997499;-0.0262112;-0.0613563;-0.0233336;1.45244;1.15427;1.26494;-0.965817;-0.0108523;0.0299572;-0.257261;
1.33609;-0.361282;1.28407;0.997544;-0.0219981;-0.0582129;-0.0321419;1.45244;1.15427;1.26494;-0.965817;-0.0108523;0.0299572;-0.257261;
1.34161;-0.360889;1.28508;0.997517;-0.021778;-0.0577885;-0.0338413;1.56938;1.1752;1.28477;-0.967727;-0.0141017;0.026445;-0.250211;
1.44827;-0.362985;1.30187;0.997898;-0.0250845;-0.0459622;-0.0381694;1.56938;1.1752;1.28477;-0.967727;-0.0141017;0.026445;-0.250211;
1.45227;-0.363432;1.30202;0.997825;-0.0258252;-0.0465521;-0.0388744;1.65211;1.16098;1.29448;-0.968401;-0.00796659;0.0178733;-0.248628;
1.52132;-0.370944;1.29995;0.998408;-0.0299978;-0.0373797;-0.0297233;1.65211;1.16098;1.29448;-0.968401;-0.00796659;0.0178733;-0.248628;
1.52387;-0.371208;1.30013;0.998404;-0.0310637;-0.0370629;-0.0291572;1.71318;1.13496;1.29718;-0.965544;0.000124127;0.0108418;-0.260014;
1.56628;-0.363146;1.29906;0.998243;-0.0373394;-0.0456186;0.0059705;1.71318;1.13496;1.29718;-0.965544;0.000124127;0.0108418;-0.260014;
1.56731;-0.361747;1.2988;0.998216;-0.0374713;-0.0455254;0.00939914;1.73069;1.13536;1.29145;-0.951612;0.00395689;0.016943;-0.306809;
1.57663;-0.301585;1.29758;0.991378;-0.0314649;-0.0443863;0.119204;1.73069;1.13536;1.29145;-0.951612;0.00395689;0.016943;-0.306809;
1.5446;-0.216041;1.29834;0.962069;-0.0210471;-0.0490498;0.267533;1.69271;1.15831;1.29165;-0.907263;0.00461365;0.0110893;-0.420391;
1.47934;-0.142097;1.29643;0.913128;-0.0124433;-0.0476377;0.404689;1.62127;1.15719;1.29177;-0.832125;0.00013556;0.00786525;-0.554533;
1.40639;-0.0945159;1.29724;0.858258;-0.00864173;-0.0548131;0.510211;1.54981;1.12139;1.29358;-0.741621;-0.00492389;0.00122978;-0.6708;
1.40354;-0.093072;1.29729;0.856017;-0.0086904;-0.0552025;0.513918;1.50768;1.06457;1.29762;-0.656404;-0.00483076;0.00720603;-0.75436;
1.35105;-0.0697888;1.29507;0.806875;-0.00187577;-0.0537187;0.588271;1.50768;1.06457;1.29762;-0.656404;-0.00483076;0.00720603;-0.75436;
1.34937;-0.0691456;1.29487;0.804323;-0.00244342;-0.0532749;0.591794;1.50565;1.00693;1.29565;-0.581025;-0.00345577;0.00273198;-0.813874;
1.32265;-0.0674233;1.29089;0.755085;-0.0101383;-0.0594142;0.652851;1.51783;0.981547;1.29506;-0.542171;0.00370882;0.00598258;-0.840239;
1.32139;-0.0691104;1.2886;0.727293;-0.00549468;-0.0547533;0.684117;1.53747;0.961757;1.29553;-0.511564;0.00530309;0.00775812;-0.859194;
1.32171;-0.0689382;1.28833;0.726391;-0.00524392;-0.0541892;0.685122;1.58636;0.946747;1.29134;-0.475105;0.00262368;0.00240563;-0.879922;
1.33825;-0.0575537;1.28231;0.721883;-0.010217;-0.0474936;0.690308;1.58636;0.946747;1.29134;-0.475105;0.00262368;0.00240563;-0.879922;
1.35563;-0.026944;1.27504;0.719618;-0.00504845;-0.0482462;0.692673;1.63148;0.961796;1.28655;-0.466223;0.00923655;-0.00411582;-0.884609;
1.35622;-0.0250888;1.2747;0.719357;-0.00597509;-0.0486674;0.692908;1.64495;1.00051;1.27773;-0.460243;0.00565382;-0.00406644;-0.887766;
1.36223;0.0360999;1.27129;0.717868;-0.0160988;-0.0459068;0.694477;1.64495;1.00051;1.27773;-0.460243;0.00565382;-0.00406644;-0.887766;
1.36219;0.137002;1.26658;0.714284;0.00313845;-0.0531679;0.697826;1.62994;1.06886;1.2764;-0.454358;0.0140932;-0.00330882;-0.890701;
1.35452;0.277735;1.26513;0.717376;0.00524529;-0.0504476;0.694838;1.57639;1.16742;1.27121;-0.445001;-0.00655868;0.00205398;-0.895504;
1.35404;0.28369;1.26589;0.719239;0.00239632;-0.050534;0.692918;1.51793;1.28146;1.27978;-0.450319;-0.00727151;-0.00321617;-0.892832;
1.35119;0.418381;1.27898;0.725573;-0.00927797;-0.048194;0.686393;1.51793;1.28146;1.27978;-0.450319;-0.00727151;-0.00321617;-0.892832;
1.35641;0.579419;1.26571;0.729443;0.00713637;-0.0459263;0.68246;1.46433;1.39504;1.27827;-0.455161;0.00274622;0.00145961;-0.890404;
1.36841;0.762137;1.25059;0.72268;-0.00578119;-0.0477983;0.689504;1.40756;1.53787;1.25015;-0.456666;-0.011625;-0.00827043;-0.889524;
1.37066;0.941587;1.26664;0.723634;-0.0142412;-0.0341063;0.689193;1.34846;1.68272;1.25185;-0.445307;0.00190398;-0.00782253;-0.895342;
1.37063;0.949251;1.26722;0.723576;-0.0135123;-0.0337962;0.689285;1.27863;1.81821;1.26055;-0.443297;0.0122999;-0.0121688;-0.896208;
1.36656;1.13656;1.26012;0.729865;0.00223244;-0.0572931;0.681182;1.27863;1.81821;1.26055;-0.443297;0.0122999;-0.0121688;-0.896208;
1.36609;1.14469;1.2594;0.730968;0.00320286;-0.0569557;0.680023;1.20498;1.96281;1.25271;-0.448566;-0.0101176;0.0037898;-0.893684;
1.36248;1.32981;1.26666;0.741924;-0.0140617;-0.0282885;0.669739;1.20498;1.96281;1.25271;-0.448566;-0.0101176;0.0037898;-0.893684;
1.37265;1.51198;1.27562;0.74445;-0.00721825;-0.0496762;0.665788;1.15839;2.11142;1.27056;-0.46296;0.0144546;-0.0173196;-0.886092;
1.38929;1.70567;1.25851;0.734088;0.0138364;-0.0742109;0.674846;1.12409;2.26575;1.25877;-0.460619;-0.005145;-0.00234991;-0.88758;
1.39805;1.89629;1.28232;0.720668;-0.0141296;-0.0611285;0.690435;1.08956;2.43124;1.26601;-0.443518;-0.0261618;0.0155723;-0.895748;
1.39752;2.08373;1.28075;0.719751;0.0131655;-0.066176;0.690945;1.06169;2.57834;1.28158;-0.424467;0.00328989;0.0126847;-0.905349;
1.38926;2.27347;1.2674;0.726093;0.0175839;-0.0581659;0.684906;1.03341;2.73723;1.26269;-0.418829;-0.0249511;0.0147393;-0.907602;
1.38888;2.28092;1.26815;0.726088;0.0161795;-0.0578122;0.684976;1.02282;2.88348;1.27457;-0.423548;-0.0214283;0.00272709;-0.905616;
1.38707;2.44136;1.28733;0.730885;0.0218363;-0.0523865;0.680137;1.02282;2.88348;1.27457;-0.423548;-0.0214283;0.00272709;-0.905616;
1.39338;2.6125;1.27654;0.723316;0.0405402;-0.0535662;0.687241;1.03306;3.02017;1.27981;-0.422005;-0.0290459;-0.00508438;-0.906114;
1.41572;2.79695;1.26121;0.714272;0.031094;-0.063871;0.696254;1.04942;3.18449;1.25985;-0.410345;-0.0489583;-0.00574972;-0.910597;
1.42392;2.92415;1.2931;0.700487;0.014535;-0.0634503;0.710691;1.08943;3.32794;1.27734;-0.396782;-0.0323357;0.00525522;-0.917328;
1.42461;2.99113;1.30576;0.711537;0.0342469;-0.0552351;0.699636;1.1684;3.40423;1.30425;-0.380263;-0.0304332;0.0100091;-0.924323;
1.40217;3.02645;1.30993;0.684173;0.0204905;-0.0678359;0.725869;1.26313;3.44331;1.31043;-0.38756;-0.0377812;-0.000652812;-0.92107;
1.34154;3.03431;1.305;0.611009;0.027291;-0.0553747;0.789213;1.34675;3.43047;1.30254;-0.337034;-0.0327716;0.0127536;-0.940835;
1.26528;3.01627;1.30481;0.510707;0.0332474;-0.0553682;0.857325;1.42656;3.38397;1.29531;-0.232868;-0.0269103;0.00085973;-0.972136;
1.1815;2.97741;1.30746;0.39801;0.043621;-0.0535094;0.91478;1.51269;3.32378;1.29785;-0.108154;-0.0299687;0.00128625;-0.993681;
1.10733;2.91471;1.30816;0.287848;0.0573762;-0.0496041;0.954668;1.61513;3.25172;1.30321;0.0219741;-0.0319525;-0.00249132;-0.999245;
1.06148;2.85706;1.30323;0.176927;0.0511727;-0.0409962;0.982037;1.73109;3.19524;1.30159;0.139952;-0.0406032;-0.00871369;-0.989287;
1.04904;2.81179;1.30084;0.0675179;0.0402207;-0.0503187;0.995636;1.85548;3.1689;1.29922;0.258175;-0.0242002;-0.000239967;-0.965795;
1.04658;2.78404;1.29465;0.0105364;0.0398892;-0.0469258;0.998046;1.96578;3.17527;1.29643;0.356195;-0.0147887;0.00689154;-0.934269;
1.03402;2.77562;1.3011;0.0108223;0.0354687;-0.0413265;0.998457;2.03362;3.193;1.30054;0.39837;-0.0110462;0.00860979;-0.917118;
1.01898;2.77361;1.3069;0.0255777;0.0590693;-0.0404057;0.997108;2.07104;3.21006;1.31649;0.396676;-0.0189615;0.00409284;-0.917754;
0.98835;2.7602;1.29949;0.0402421;0.0518469;-0.0451829;0.99682;2.08863;3.19191;1.31183;0.388899;-0.0267374;-0.00179386;-0.920891;
0.941404;2.75164;1.29036;0.0499691;0.054053;-0.0465677;0.996199;2.09146;3.15286;1.30112;0.375772;-0.0260827;-0.0012568;-0.926344;
0.852714;2.74859;1.27647;0.0522512;0.0486073;-0.0430213;0.996522;2.05609;3.0834;1.28711;0.376467;-0.0235264;0.0035891;-0.926124;
0.720476;2.75596;1.26651;0.0405353;0.0557288;-0.0449264;0.996611;1.97599;2.98687;1.27207;0.378403;-0.0186862;-0.00235299;-0.925449;
0.573676;2.76616;1.2891;0.0276838;0.0424093;-0.0481971;0.997553;1.87229;2.86997;1.29079;0.392765;-0.027227;0.000504238;-0.919235;
0.435133;2.76753;1.2896;0.0280294;0.0421758;-0.0442249;0.997737;1.77971;2.75574;1.29981;0.408086;-0.0209991;0.0115177;-0.912629;
0.276173;2.7524;1.27162;0.0376663;0.0450303;-0.0507512;0.996984;1.67666;2.6205;1.27937;0.410324;-0.0184834;0.00598917;-0.911733;
0.117194;2.73941;1.28803;0.0526271;0.0455043;-0.0447576;0.996572;1.56392;2.48438;1.2826;0.397631;-0.0223853;0.00309392;-0.917267;
-0.0408395;2.73145;1.28892;0.0489182;0.0556263;-0.0399387;0.996453;1.45748;2.35808;1.29127;0.393076;-0.0204842;0.00202077;-0.919276;
-0.176637;2.7373;1.26786;0.0471922;0.0506078;-0.0335451;0.997039;1.31529;2.23192;1.2634;0.3995;-0.026153;-0.0117698;-0.916284;
-0.224226;2.74064;1.26464;0.0390691;0.0537493;-0.0421136;0.996901;1.31529;2.23192;1.2634;0.3995;-0.026153;-0.0117698;-0.916284;
-0.363207;2.74806;1.27177;0.0294082;0.0537243;-0.0430383;0.997194;1.1575;2.10803;1.2657;0.417162;-0.0332436;0.00320734;-0.908218;
-0.405955;2.74822;1.27528;0.0248934;0.0518073;-0.0434723;0.9974;1.1575;2.10803;1.2657;0.417162;-0.0332436;0.00320734;-0.908218;
-0.576879;2.74494;1.27675;0.0315265;0.0475284;-0.0470398;0.997263;1.01968;1.99683;1.27158;0.427078;-0.0186282;0.00521124;-0.904008;
-0.739134;2.73521;1.26876;0.0500869;0.0532551;-0.0383282;0.996587;0.881305;1.89368;1.26406;0.422216;-0.0320029;0.00362197;-0.905923;
-0.880723;2.73576;1.28715;0.0520106;0.0432903;-0.0465674;0.99662;0.738987;1.8147;1.2812;0.409154;-0.0153629;0.00634492;-0.912314;
-1.01593;2.74431;1.27739;0.0391951;0.0512329;-0.0389708;0.997156;0.592449;1.75812;1.27788;0.418331;-0.0252318;0.00434983;-0.907934;
-1.13167;2.76058;1.28502;0.0193539;0.0387871;-0.0466247;0.997972;0.437585;1.71978;1.27545;0.437915;-0.0195255;0.00482598;-0.898791;
-1.20508;2.7612;1.29828;0.00803332;0.0604189;-0.0308181;0.997665;0.308985;1.71213;1.2948;0.459472;-0.0203357;0.00565743;-0.887941;
-1.2425;2.73941;1.30033;-0.0159518;0.0622339;-0.0278549;0.997545;0.212924;1.72124;1.29856;0.469131;-0.0243569;-0.0137569;-0.882685;
-1.24584;2.68129;1.30173;-0.0900296;0.0771864;-0.0204165;0.992734;0.169873;1.73587;1.30114;0.510927;-0.0301512;-0.0113276;-0.85902;
-1.23162;2.61106;1.29225;-0.195947;0.0650212;-0.0231161;0.978183;0.147984;1.75856;1.28931;0.577702;-0.0298667;-0.0308307;-0.815118;
-1.19728;2.54418;1.28788;-0.330389;0.0656966;-0.0391125;0.940743;0.132831;1.79745;1.28225;0.673822;-0.0218847;-0.00440217;-0.738556;
-1.13822;2.49466;1.28449;-0.466071;0.0680869;-0.0406478;0.881187;0.112145;1.86933;1.28181;-0.773221;0.0214628;-0.00500866;0.633754;
-1.06813;2.46518;1.27134;0.570576;-0.0610383;0.0410879;-0.817942;0.0764552;1.96081;1.27387;-0.86058;0.0234702;-0.0164667;0.508507;
-1.01563;2.44616;1.26567;0.623895;-0.0577664;0.0381718;-0.778435;0.0139596;2.03171;1.26862;-0.909913;0.0095756;-0.0245623;0.413961;
-0.986984;2.43045;1.27116;0.640213;-0.0513195;0.0327858;-0.76578;-0.056351;2.06829;1.28079;-0.930811;0.0063827;-0.0193633;0.364932;
-0.980531;2.42538;1.27092;0.644213;-0.0616343;0.0299875;-0.761769;-0.056351;2.06829;1.28079;-0.930811;0.0063827;-0.0193633;0.364932;
-0.96392;2.40087;1.26877;0.650712;-0.0613058;0.0312962;-0.756198;-0.128826;2.07099;1.28413;-0.939938;0.0133899;-0.0118836;0.340876;
-0.95291;2.37219;1.26909;0.652674;-0.0644933;0.0218835;-0.754572;-0.186346;2.05178;1.28605;-0.943365;0.0100911;-0.0138209;0.331316;
-0.946081;2.32885;1.26303;0.650515;-0.0584498;0.0175513;-0.757037;-0.225105;2.01297;1.28019;-0.945352;0.00761509;-0.0063385;0.325902;
-0.954378;2.25088;1.2528;0.659041;-0.0599041;0.0272382;-0.749223;-0.239523;1.93797;1.26504;-0.945998;0.00412256;-0.00661219;0.32408;
-0.975528;2.14361;1.25528;0.664837;-0.0683298;0.00473606;-0.743842;-0.230297;1.82566;1.26222;-0.95004;0.00761541;-0.00269367;0.312024;
-0.988853;2.02754;1.2759;0.677903;-0.0725195;0.00912804;-0.731509;-0.204803;1.70892;1.28143;-0.955289;0.00693409;0.00335601;0.295574;
-0.990586;1.92982;1.2703;0.677689;-0.0638974;0.00405144;-0.732556;-0.164926;1.59011;1.27299;-0.959724;0.00947155;0.0157004;0.280347;
-0.989945;1.89127;1.26382;0.677803;-0.066936;0.00568386;-0.732169;-0.164926;1.59011;1.27299;-0.959724;0.00947155;0.0157004;0.280347;
-0.983659;1.73107;1.24402;0.668289;-0.0558779;0.00977935;-0.741736;-0.103436;1.45687;1.24174;-0.960622;0.00857994;0.0113719;0.277492;
-0.984252;1.57746;1.25872;0.660496;-0.0475167;0.0161299;-0.749151;-0.0520525;1.32323;1.24991;-0.956647;-0.00233912;-0.00344805;0.291221;
-0.995519;1.41385;1.24853;0.654108;-0.0476561;-0.00071953;-0.754898;-0.00710357;1.18908;1.24695;-0.955686;-0.0044171;-0.00715096;0.294267;
-1.01457;1.23949;1.24031;0.663597;-0.0406914;0.00842214;-0.746935;0.0396374;1.02819;1.23379;-0.95614;-0.0118785;0.0159266;0.292236;
-1.01901;1.07819;1.26512;0.675323;-0.0471893;0.00836344;-0.735964;0.0724828;0.883179;1.25973;-0.961838;-0.0206542;-0.00278991;0.272826;
-1.02122;0.908777;1.25795;0.675383;-0.0624074;-0.00149425;-0.73482;0.102829;0.736318;1.26189;-0.965141;-0.0041205;0.00288133;0.261681;
-1.02013;0.738056;1.25802;0.667352;-0.0514928;0.00607344;-0.742936;0.128436;0.575205;1.25428;-0.964455;-0.00602274;0.0212147;0.263325;
-1.02555;0.579684;1.26605;0.655989;-0.0417501;0.0032683;-0.753608;0.124868;0.405913;1.26229;-0.959819;-0.0125294;-0.00022222;0.28034;
-1.02996;0.455853;1.25581;0.656104;-0.0486238;-0.0111554;-0.75302;0.121695;0.233562;1.25022;-0.96108;-0.0132693;0.010352;0.275757;
-1.03265;0.414109;1.25225;0.657434;-0.0513169;-0.0157362;-0.751598;0.121695;0.233562;1.25022;-0.96108;-0.0132693;0.010352;0.275757;
-1.04241;0.258104;1.26656;0.673615;-0.0515248;-0.00906732;-0.737228;0.106355;0.0562756;1.25959;-0.96424;-0.0101901;0.0237633;0.263766;
-1.03961;0.126472;1.27434;0.67331;-0.0527432;0.00106364;-0.737476;0.0642121;-0.0956716;1.27096;-0.970194;-0.00567111;0.0247203;0.240998;
-1.03457;0.00225466;1.26436;0.666536;-0.062052;-0.01282;-0.742775;0.00421827;-0.246838;1.26256;-0.970268;-0.00501384;0.0198998;0.241161;
-1.02736;-0.0961686;1.2749;0.659758;-0.0511939;-0.0220743;-0.749408;-0.0822918;-0.389945;1.27014;-0.967179;-0.0150389;0.026474;0.252267;
-1.0194;-0.163997;1.27656;0.672845;-0.0519228;-0.0208175;-0.737665;-0.200467;-0.519418;1.27271;-0.967568;-0.0270902;0.0305115;0.249292;
-1.00014;-0.206424;1.27487;0.722758;-0.0584978;-0.00348554;-0.688612;-0.336427;-0.622781;1.26932;-0.976495;-0.0116366;0.0187427;0.214406;
-0.944177;-0.218393;1.27236;0.803025;-0.0653831;-0.0094428;-0.592273;-0.482646;-0.674931;1.26847;-0.992558;-0.00350284;0.0281279;0.118425;
-0.877398;-0.192514;1.26212;0.884967;-0.057212;-0.00450616;-0.462103;-0.654046;-0.696261;1.25727;-0.999596;0.00233164;0.00893479;-0.0268897;
-0.819458;-0.138724;1.25718;0.937355;-0.0552122;-0.00455011;-0.343943;-0.857656;-0.705231;1.25283;-0.982402;0.00628855;0.00608536;-0.186574;
-0.811882;-0.130399;1.25733;0.9433;-0.0555445;-0.00473584;-0.327227;-0.857656;-0.705231;1.25283;-0.982402;0.00628855;0.00608536;-0.186574;
-0.76355;-0.0629393;1.2641;0.977025;-0.0513963;-0.0109955;-0.206542;-1.065;-0.733574;1.26229;-0.94616;0.0126677;0.00518859;-0.323408;
-0.744221;-0.0284372;1.26289;0.987781;-0.0439122;-0.0321396;-0.146037;-1.24233;-0.800021;1.26625;-0.904215;0.00527817;0.0150873;-0.426779;
-0.740274;-0.0230194;1.26158;0.99002;-0.0422638;-0.0272751;-0.131644;-1.24233;-0.800021;1.26625;-0.904215;0.00527817;0.0150873;-0.426779;
-0.732088;-0.0201298;1.25862;0.993396;-0.0583088;-0.00858324;-0.0984396;-1.36807;-0.887191;1.26179;-0.876218;0.0151119;0.00510391;-0.481651;
-0.730817;-0.0213871;1.25808;0.993632;-0.0607888;-0.00896248;-0.0944433;-1.36807;-0.887191;1.26179;-0.876218;0.0151119;0.00510391;-0.481651;
-0.718815;-0.0232888;1.25769;0.995936;-0.0544529;-0.0135253;-0.0704461;-1.46485;-0.96477;1.26207;-0.86251;0.0190564;0.00365416;-0.505668;
-0.683874;-0.0175059;1.25041;0.996435;-0.0532149;-0.0280768;-0.0591321;-1.54187;-1.00513;1.25748;-0.850364;0.0146563;0.00914352;-0.525911;
-0.628997;-0.0108005;1.24442;0.996875;-0.058343;-0.0182251;-0.0500469;-1.58888;-0.990118;1.25082;-0.840551;0.0167926;0.0127416;-0.541322;
-0.607261;-0.00777662;1.24368;0.996861;-0.05782;-0.0208473;-0.0498983;-1.58888;-0.990118;1.25082;-0.840551;0.0167926;0.0127416;-0.541322;
-0.51413;0.00468423;1.2528;0.996526;-0.0564847;-0.0279444;-0.0544522;-1.61965;-0.948221;1.26217;-0.839576;0.0104771;0.0255274;-0.542541;
-0.408124;0.0120706;1.25108;0.997436;-0.0466826;-0.0231459;-0.0490635;-1.6347;-0.889387;1.26299;-0.836598;0.00841371;0.0151901;-0.547542;
-0.277108;0.00351501;1.23214;0.997314;-0.0503101;-0.0279103;-0.0453279;-1.61869;-0.809453;1.24317;-0.833011;0.0109045;0.0125095;-0.553007;
-0.13347;-0.0117419;1.23814;0.997769;-0.0507835;-0.0150853;-0.0406377;-1.5827;-0.717498;1.24481;-0.825905;0.0128423;0.0203046;-0.563298;
-0.0101095;-0.0150705;1.25111;0.997696;-0.0453178;-0.0257494;-0.0434356;-1.55841;-0.639642;1.26041;-0.817967;0.0133082;0.0123328;-0.574979;
0.119598;-0.017179;1.24568;0.995439;-0.057978;-0.0390179;-0.0649363;-1.51973;-0.558859;1.25655;-0.824628;0.009557;0.0215538;-0.565184;
0.232031;-0.0139689;1.25807;0.994323;-0.0481161;-0.0314205;-0.0895479;-1.47734;-0.494144;1.26201;-0.838335;0.00169169;0.0282578;-0.544421;
0.301428;-0.0258021;1.2631;0.993059;-0.0492031;-0.0330138;-0.101604;-1.42857;-0.479344;1.26354;-0.848708;0.00304157;0.0196434;-0.528489;
0.332663;-0.061435;1.25895;0.989017;-0.0526375;0.00212965;-0.138092;-1.35819;-0.512362;1.25018;-0.852991;0.0122909;0.0150132;-0.521565;
0.310164;-0.142902;1.26543;0.965314;-0.0603628;-0.0209184;-0.253155;-1.24567;-0.618365;1.25641;-0.888175;0.0120082;0.00515972;-0.459319;
